职位名称,详细链接,工作地点,薪资,公司名称,经验要求,学历,福利,职位信息
高级Java开发工程师,https://www.lagou.com/jobs/6494469.html,杨浦区,20k-40k,上海识装信息科技有限公司,3-5年,大专,一年多薪、氛围好、晋升空间大,高级java开发工程师职责描述：1.负责移动应用的后台系统设计的迭代、开发、重构;2.编写代码实现产品功能，完成项目开发，撰写相关文档，参与需求分析;3.负责核心技术问题的攻关，架构设计、系统优化，协助解决项目开发过程中的技术难题;4.了解互联网的技术发展、评估外部技术与解决方案。职位要求：1. 3年以上Java及Java Web开发经验， 具有扎实的程序设计基本功，有志于从事技术工作，能够独立担当功能模块的设计开发；2. 理解Java常用设计模式，并且能够合理运用，基本技术特性，如Java数据结构，多线程编程，Java IO等3. 熟练使用Java常用框架和工具，如 Spring boot 、Spring Cloud、SpringMVC、Struts、Hibernate、Mybatis等4. 熟悉缓存Redis、Memcache/Couchbase，缓存设计和模式及其应用；5、熟悉数据库原理并熟练掌握相关优化方案，熟悉ORACLE、MySql数据库开发技术及相关工具，熟悉数据库设计，熟练掌握SQL语句；6、能在类Unix环境下熟练开发，掌握Java开发，Tomcat 配置、MySQL配置；有shell/python脚本开发能力更佳；7、好的沟通能力及团队合作精神，具备良好的理解能力和表达能力，能够承受一定工作压力；8、具备强烈的责任心，思路清晰，较强的学习能力和解决问题的能力；良好的需求归纳分析和文档编写能力9、有移动互联网行业开发经验者优先。
java高级开发工程师,https://www.lagou.com/jobs/6488456.html,静安区,20k-30k,上海八点半网络科技有限公司,5-10年,本科,甲方年终奖 福利优厚 发展空间大,岗位职责：1.参与公司相关系统的架构详细设计与核心代码开发；2.参与解决系统中出现的技术难题；3.有良好的代码封装习惯，可以封装一些高质量通用底层功能；4.指导中、初级Java工程师完成开发任务。任职资格：1、全日制大学本科以上学历，计算机、软件工程及相关专业毕业;2、5年以上java及相关开发经验；精通java开发以及应用框架;3、精通Java网站或应用程序开发平台和编程工具；4、精通 Oracle或者PostgreSQL ，熟练使用 SQL 语言，熟悉缓存redis的使用，能熟练使用存储过程、视图、自定义函数等，并对数据库建模与优化有一定的理解；5、掌握dubbo，Spring-cloud分布式开发机制；6、具备面向对象的设计思路和经验，熟悉软件开发流程、体系结构，具备较好的文档能力及良好的编码风格；7、能充分理解用户需求和功能描述，能够进行大型系统的架构设计；8、思路清晰，工作规范，良好的沟通能力、很强的团队协作精神和责任心；9、善于学习新的软件方法和技术，并带领技术团队共同进步与分享。
Java高级开发工程师,https://www.lagou.com/jobs/6488383.html,静安区,20k-30k,上海大智若娱信息科技有限公司,5-10年,本科,甲方年终奖 福利优厚 发展空间大,岗位职责：1.参与公司相关系统的架构详细设计与核心代码开发；2.参与解决系统中出现的技术难题；3.有良好的代码封装习惯，可以封装一些高质量通用底层功能；4.指导中、初级Java工程师完成开发任务。任职资格：1、全日制大学本科以上学历，计算机、软件工程及相关专业毕业;2、5年以上java及相关开发经验；精通java开发以及应用框架;3、精通Java网站或应用程序开发平台和编程工具；4、精通 Oracle或者PostgreSQL ，熟练使用 SQL 语言，熟悉缓存redis的使用，能熟练使用存储过程、视图、自定义函数等，并对数据库建模与优化有一定的理解；5、掌握dubbo，Spring-cloud分布式开发机制；6、具备面向对象的设计思路和经验，熟悉软件开发流程、体系结构，具备较好的文档能力及良好的编码风格；7、能充分理解用户需求和功能描述，能够进行大型系统的架构设计；8、思路清晰，工作规范，良好的沟通能力、很强的团队协作精神和责任心；9、善于学习新的软件方法和技术，并带领技术团队共同进步与分享。
java高级开发工程师,https://www.lagou.com/jobs/6490208.html,长宁区,15k-25k,携程计算机技术（上海）有限公司,3-5年,本科,上市公司 弹性工作制,"工作职责：1. 参与B/S系统的涉及、开发、单元测试等过程；2. 协助产品、测试人员保证项目质量；3. 负责项目中的主要功能的代码实现；4. 能够解决项目中的关键问题和技术难题；5. 推进技术更迭实现技术价值；负责对项目生产质量的监控和运维，确保服务具备较高可靠性、可用性。任职资格：任职要求：1. 本科及以上学历；2. 从事互联网3年及以上项目或产品的java开发经验；3. 熟练使用J2EE开发相关工具和技术架构,有实际的spring mvc等开源框架的项目经验，熟知高并发解决方案，了解分布式缓存；4. 熟练使用mssql,mysql数据库，熟知常见的数据库优化；5. 具有较好的代码风格，代码逻辑严谨、易懂；具有良好的沟通、团队协作、计划和创新能力。6.良好的英语读写能力，CET6以上者优先"
Java中级工程师,https://www.lagou.com/jobs/6487454.html,浦东新区,12k-22k,上海翔盛悦信息技术有限公司,3-5年,本科,五险一金 领导nice,有消费金融、P2P、小贷公司、支付、银行等领域的开发者优先；JAVA基础扎实，熟悉IO、多线程、集合等基础知识；熟悉常用设计模式；熟练使用Spring Boot、Spring Cloud、MyBatis框架进行项目开发；熟练异步通信框架AKKA、Netty中的中的一种，并能进行相关项目开发者优先；熟练mysql、oracle数据库中的一种，并能独立进行数据建模；数据库优化；熟练使用redis、memcache中的一种；熟练使用kafka、rabbitmq中的一种；熟练使用git、maven，熟练使用docker者优先。
Java初级工程师,https://www.lagou.com/jobs/6487409.html,浦东新区,8k-15k,上海翔盛悦信息技术有限公司,1-3年,大专,五险一金 领导nice,有消费金融、P2P、小贷公司、支付、银行等领域的开发者优先；JAVA基础扎实，熟悉IO、多线程、集合等基础知识；熟练使用Spring MVC、Spring Boot、Spring Cloud、MyBatis等开源框架；掌握redis、memcache中的一种；熟悉mysql、oracle中的一种，并能对sql语句调优；熟悉kafka、rabbitmq中的一种消息中间件的开发者优先；熟练使用git、maven
中级/高级Java开发工程师,https://www.lagou.com/jobs/6493789.html,徐汇区,25k-40k,上海永辉云创科技有限公司,5-10年,本科,平台好；提升大,
java研发专家,https://www.lagou.com/jobs/6493011.html,浦东新区,16k-24k,上海兆殷特科技有限公司,5-10年,本科,五险一金，加班补贴，打车报销,岗位职责：1、 负责资产运营系统相关功能技术方案的设计、开发和实现2、 根据产品功能模块设计，编码实现各模块功能，并确保开发质量与进度3、 根据技术规范编写各种开发文档及项目文档 岗位要求：1、本科及以上学历，计算机相关专业，4年以上相关研发经验；2、Java基础扎实，熟练掌握数据结构、多线程编程、设计模式、JVM原理及调优等；3、熟悉J2EE体系结构，熟悉主流的SOA/微服务架构模式，对主流框架如SpringBoot/SpringCloud/Dubbo等有较深入的理解；4、熟悉常用组件，如Redis、MQ、JOB调度等5、具有良好的编码习惯，注重代码的复用，关心系统的可维护性和健壮性。6、善于学习先进的软件开发技术和理念，具有良好的创新能力、良好的人际沟通能力及团队协作能力，能承受工作压力，具有敬业精神和质量意识；7、有消费金融项目经验优先。
java技术经理,https://www.lagou.com/jobs/6488755.html,黄浦区,32k-60k,简阳联盟凯睿企业管理有限公司,5-10年,本科,带团队 福利好 薪资涨幅大 核心项目,"岗位职责：1、主导各类业务及技术改造类项目的模块分析与设计工作，承担功能代码编写； 2、系统性能优化，主导技术难题攻关，持续提升系统在大规模分布式系统环境下高并发、海量请求数下的高处理性能，解决各类潜在系统技术风险，保证系统的安全、稳定、快速运行； 3、指导并帮助团队初级工程师及新人解决遇到的开发问题； 4、持续学习技术与改进工具, 调研与引进新技术，团队技术分享； 5、完成领导分配的其它任务，如敏捷开发管理等事项。任职要求：1、本科及以上，5-10年JAVA应用系统开发经验； 2、熟悉分布式架构与微服务架构， 并有实践经验； 3、熟练使用Java8, Spring boot, Sping Cloud, postgressql, mybatis, redis等公共技术； 4、具备系统性能优化经验； 5、具备一定的抗压能力，持续与快速的技术学习能力，系统问题解决能力；6、知名公司背景优先考虑"
java+大数据工程师,https://www.lagou.com/jobs/6418162.html,浦东新区,30k-45k,上海华钦信息科技股份有限公司,5-10年,本科,"外资,世界五百强",工作职责：•利用应用程序开发过程和概念的知识，以及其他技术领域的基本知识来识别和定义必要的系统增强•识别和分析问题，提出建议并实施解决方案•利用业务流程，系统流程和行业标准的知识来解决复杂问题•分析信息并做出评估性判断，以推荐解决方案和改进措施•进行测试和调试，利用脚本工具，编写设计规范的基本代码•评估类似经验的适用性，并在程序未涵盖的情况下评估选项•开发花旗信息系统，程序，标准，客户端服务器应用程序开发，网络运营，数据库管理，系统管理，数据中心运营和基于PC的应用程序的工作知识•在做出业务决策时适当评估风险，通过推动遵守适用法律，规则和法规，遵守政策，对个人行为采取合理的道德判断，行为，展示对公司声誉的特殊考虑并保护花旗集团及其客户和资产和业务实践，以及透明度升级，管理和报告控制问题。•负责制定监管报告申请。•与各种业务合作伙伴和技术团队的日常互动。•有效管理多个任务和依赖关系，以提供高质量的按时解决方案。资格：•1  -  5年的相关经验•在业务应用程序中使用的编程/调试经验•工业实践和标准的工作知识•全面了解应用程序开发的特定业务领域•程序语言的工作知识•始终如一地展示清晰简洁的书面和口头交流。•扎实的核心java知识，了解python是一个优势。•熟悉Oracle / MySQL等RDBMS，了解像MongoDB这样的NoSQL是一个优势。•熟悉Spark，熟悉Hadoop / Impala / Hive等Spark生态系统。•具有解决大数据方法中数据处理的经验，能够找到潜在问题，调整性能。
Java架构师,https://www.lagou.com/jobs/6495202.html,浦东新区,25k-45k,上海高仙自动化科技发展有限公司,10年以上,本科,"技术大神,全面的培养,上升与挑战",职位描述：1、为现有系统编写各项文档；2、深入理解分析业务需求，为软件开发和运行提供架构设计、模型设计，对架构业务合理性、可扩展性和快速迭代负责；3、核心功能的架构与代码模板编写；4、主导技术难题攻关，提升核心系统在高并发、海量请求数下的高处理性能，保证系统的安全、稳定、快速运行。任职要求：1、本科及以上学历，计算机、电子信息类相关专业；2、精通Linux操作系统，熟悉多线程编程，熟悉TCP/IP协议；3、精通多线程编程、JVM、数据库、缓存中间件、负载均衡、弹性扩容、微服务等基本技能；4、精通Go和Java开发、熟练掌握常用框架、掌握框架提供的特性及其实现原理与细节、具备良好的编程风格；5、对分布式协议和主要的分布式产品有深刻理解；6、对容器编排有深刻理解、有现代弹性云服务系统开发经验；7、掌握主流开源技术，有丰富的高并发、高吞吐、高稳定性系统架构设计与实现经验，对架构重构分析、分步改进有实战经验；8、具有较强的沟通能力和解决问题的能力，工作态度积极主动，有团队合作精神；9、对大型软件研发流程有深刻理解。
